ID,WP Module,Data items,Units,City/Pilot,Stream,{Sensor},Zaanstad csv NPO Description
1,De-centralized data,"Buildingpart AB, total electricity main distribution A (logged every hour)",kWh,Zaanstad - Town hall,zaanstad_townhall_bms_electricity_BuildingpartAB_A,totalelectricity_maindistributionA,A totaal E-kWh HVK A-1.39 (uur)
2,De-centralized data,Presence F2.04,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy,presence_F2_04,Aanwezigheid F2.04
3,De-centralized data,"Buildingpart AB, total electricity main distribution B (logged every hour)",kWh,Zaanstad - Town hall,zaanstad_townhall_bms_electricity_BuildingpartAB_B,totalelectricity_maindistributionB,B totaal E-kWh HVK A-1.39 (uur)
4,De-centralized data,"Buildingpart GH, total electricity (logged every hour)",kWh,Zaanstad - Town hall,zaanstad_townhall_bms_electricity_BuildingpartGH,totalelectricity,B1 E-kWh SHVK-B1 L-1.16 (uur)
5,De-centralized data,"Buildingpart EF, total electricity (logged every hour)",kWh,Zaanstad - Town hall,zaanstad_townhall_bms_electricity_BuildingpartEF,totalelectricity,B2 E-kWh SHVK-B2 L-1.25 (uur)
6,De-centralized data,"Buildingpart CD, total electricity (logged every hour)",kWh,Zaanstad - Town hall,zaanstad_townhall_bms_electricity_BuildingpartCD,totalelectricity,B3 E-kWh SHVK-B3 L-1.31 (uur)
7,De-centralized data,Outdoor Relative Humidity,kWh,Zaanstad - Town hall,zaanstad_townhall_bms_outdoor_humidity,outdoor_humidity,Buiten rv weerstation
8,De-centralized data,Outdoor temperature,C,Zaanstad - Town hall,zaanstad_townhall_bms_outdoor_temperature,outdoor_temperature,Buitentemperatuur
9,De-centralized data,Outdoor temperature (this one is more accurate),C,Zaanstad - Town hall,zaanstad_townhall_bms_outdoor_temperature_accurate,outdoor_temperature_accurate,Buitentemperatuur weerstation
10,De-centralized data,Gas meter bus station,m3,Zaanstad - Town hall,zaanstad_townhall_bms_gasmeter_busstation,busstation_gas,Gasmeter busstation
11,De-centralized data,Gas meter City Hall,m3,Zaanstad - Town hall,zaanstad_townhall_bms_gasmeter_cityhall,cityhall_gas,Gasmeter Stadhuis
12,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_B3_03,attendancebutton_B3_03,Presentie knop B3.03
13,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_B3_04,attendancebutton_B3_04,Presentie knop B3.04
14,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_B4_03,attendancebutton_B4_03,Presentie knop B4.03
15,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C1_03,attendancebutton_C1_03,Presentie knop C1.03
16,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C1_04,attendancebutton_C1_04,Presentie knop C1.04
17,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C2_03,attendancebutton_C2_03,Presentie knop C2.03
18,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C3_03,attendancebutton_C3_03,Presentie knop C3.03
19,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C3_04,attendancebutton_C3_04,Presentie knop C3.04
20,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C4_03,attendancebutton_C4_03,Presentie knop C4.03
21,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_C4_04,attendancebutton_C4_04,Presentie knop C4.04
22,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D0_03,attendancebutton_D0_03,Presentie knop D0.03
23,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D0_04,attendancebutton_D0_04,Presentie knop D0.04
24,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D1_03,attendancebutton_D1_03,Presentie knop D1.03
25,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D1_04,attendancebutton_D1_04,Presentie knop D1.04
26,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D2_03,attendancebutton_D2_03,Presentie knop D2.03
27,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D2_04,attendancebutton_D2_04,Presentie knop D2.04
28,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D3_03,attendancebutton_D3_03,Presentie knop D3.03
29,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D3_04,attendancebutton_D3_04,Presentie knop D3.04
30,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D4_03,attendancebutton_D4_03,Presentie knop D4.03
31,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_D4_04,attendancebutton_D4_04,Presentie knop D4.04
32,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E0_03,attendancebutton_E0_03,Presentie knop E0.03
33,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E0_04,attendancebutton_E0_04,Presentie knop E0.04
34,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E1_03,attendancebutton_E1_03,Presentie knop E1.03
35,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E1_04,attendancebutton_E1_04,Presentie knop E1.04
36,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E2_03,attendancebutton_E2_03,Presentie knop E2.03
37,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E2_04,attendancebutton_E2_04,Presentie knop E2.04
38,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E3_03,attendancebutton_E3_03,Presentie knop E3.03
39,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E3_04,attendancebutton_E3_04,Presentie knop E3.04
40,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E4_03,attendancebutton_E4_03,Presentie knop E4.03
41,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_E4_04,attendancebutton_E4_04,Presentie knop E4.04
42,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F0_03,attendancebutton_F0_03,Presentie knop F0.03
43,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F02_04,attendancebutton_F02_04,Presentie knop F02.04
44,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F03_04,attendancebutton_F03_04,Presentie knop F03.04
45,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F1_03,attendancebutton_F1_03,Presentie knop F1.03
46,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F1_04,attendancebutton_F1_04,Presentie knop F1.04
47,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F2_03,attendancebutton_F2_03,Presentie knop F2.03
48,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F3_03,attendancebutton_F3_03,Presentie knop F3.03
49,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F4_03,attendancebutton_F4_03,Presentie knop F4.03
50,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_F4_04,attendancebutton_F4_04,Presentie knop F4.04
51,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G1_03,attendancebutton_G1_03,Presentie knop G1.03
52,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G1_04,attendancebutton_G1_04,Presentie knop G1.04
53,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G2_03,attendancebutton_G2_03,Presentie knop G2.03
54,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G2_04,attendancebutton_G2_04,Presentie knop G2.04
55,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G3_03,attendancebutton_G3_03,Presentie knop G3.03
56,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G3_04,attendancebutton_G3_04,Presentie knop G3.04
57,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G4_03,attendancebutton_G4_03,Presentie knop G4.03
58,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_G4_04,attendancebutton_G4_04,Presentie knop G4.04
59,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H0_03,attendancebutton_H0_03,Presentie knop H0.03
60,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H1_03,attendancebutton_H1_03,Presentie knop H1.03
61,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H2_02,attendancebutton_H2_02,Presentie knop H2.02
62,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H2_03,attendancebutton_H2_03,Presentie knop H2.03
63,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H3_02,attendancebutton_H3_02,Presentie knop H3.02
64,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H3_03,attendancebutton_H3_03,Presentie knop H3.03
65,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H4_02,attendancebutton_H4_02,Presentie knop H4.02
66,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H4_03,attendancebutton_H4_03,Presentie knop H4.03
67,De-centralized data,Attendance button,yes/no,Zaanstad - Town hall,zaanstad_townhall_bms_occupancy_H4_04,attendancebutton_H4_04,Presentie knop H4.04
68,De-centralized data,Room temperature A0.49 archive,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A0_49_archive,room_temperature_A0_49_archive,Ruimte temperatuur A0.49 Kantoor werkveld archief
69,De-centralized data,Room temperature A0.50 office,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A0_50_office,room_temperature_A0_50_office,Ruimte temperatuur A0.50 kantoor
70,De-centralized data,Room temperature A0.51 Archives Reading Room,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A0_51_Archives_Readingroom,room_temperature_A0_51_Archives_Readingroom,Ruimte temperatuur A0.51 Archiefleeszaal
71,De-centralized data,Room temperature A1.14 and A1.15 Instruction Local,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A1_14_15_Instruction_Local,room_temperature_A1_14_15_Instruction_Local,Ruimte temperatuur A1.14 en A1.15 Instructielokaal
72,De-centralized data,Room temperature A1.35 Meeting Room 8,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A1_35_meetingroom_8,room_temperature_A1_35_meetingroom_8,Ruimte temperatuur A1.35 Vergaderruimte 8
73,De-centralized data,Room temperature A1.45 Meeting Room 4,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A1_45_meetingroom_4,room_temperature_A1_45_meetingroom_4,Ruimte temperatuur A1.45 Vergaderruimte 4
74,De-centralized data,Room temperature A1.46 Conference Rooms 5,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A1_46_conferencerooms_5,room_temperature_A1_46_conferencerooms_5,Ruimte temperatuur A1.46 Vergaderruimte 5
75,De-centralized data,Room temperature A1.47 Meeting Rooms 6,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A1_47_meetingrooms_6,room_temperature_A1_47_meetingrooms_6,Ruimte temperatuur A1.47 Vergaderruimte 6
76,De-centralized data,Room temperature A1.48 Conference Rooms 7,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A1_48_conferencerooms_7,room_temperature_A1_48_conferencerooms_7,Ruimte temperatuur A1.48 Vergaderruimte 7
77,De-centralized data,Room temperature A2.04 Reception Room 4,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_04_receptionroom_4,room_temperature_A2_04_receptionroom_4,Ruimte temperatuur A2.04 Ontvangstzaal 4
78,De-centralized data,Room temperature A2.05 Reception Room 3,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_05_receptionroom_3,room_temperature_A2_05_receptionroom_3,Ruimte temperatuur A2.05 Ontvangstzaal 3
79,De-centralized data,Room temperature A2.06 Reception Hall 2,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_06_receptionhall_2,room_temperature_A2_06_receptionhall_2,Ruimte temperatuur A2.06 Ontvangstzaal 2
80,De-centralized data,Room temperature Meeting room A2.34 A2.11,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_34_A2_11_meetingroom,room_temperature_A2_34_A2_11_meetingroom,Ruimte temperatuur A2.34 Vergaderruimte A2.11
81,De-centralized data,Room temperature Meeting room A2.36 A2.09,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_36_A2_09_meetingroom,room_temperature_A2_36_A2_09_meetingroom,Ruimte temperatuur A2.36 Vergaderruimte A2.09
82,De-centralized data,Room temperature A2.47 Meeting Space A2.1,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_47_meetingspace_A2_1,room_temperature_A2_47_meetingspace_A2_1,Ruimte temperatuur A2.47 Vergaderruimte A2.1
83,De-centralized data,Room temperature A2.48 Meeting Space A2.2,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_48_meetingspace_A2_2,room_temperature_A2_48_meetingspace_A2_2,Ruimte temperatuur A2.48 Vergaderruimte A2.2
84,De-centralized data,Room temperature A2.49 Meeting Space A2.3,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_49_meetingspace_A2_3,room_temperature_A2_49_meetingspace_A2_3,Ruimte temperatuur A2.49 Vergaderruimte A2.3
85,De-centralized data,Room temperature A2.50 Meeting Space A2.4,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_50_meetingspace_A2_4,room_temperature_A2_50_meetingspace_A2_4,Ruimte temperatuur A2.50 Vergaderruimte A2.4
86,De-centralized data,Room temperature A2.51 Meeting Space A2.5,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_51_meetingspace_A2_5,room_temperature_A2_51_meetingspace_A2_5,Ruimte temperatuur A2.51 Vergaderruimte A2.5
87,De-centralized data,Room temperature A2.51 Meeting Space A2.6,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_51_meetingspace_A2_6,room_temperature_A2_51_meetingspace_A2_6,Ruimte temperatuur A2.51 Vergaderruimte A2.6
88,De-centralized data,Room temperature A2.53 meeting room A2.7,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_53_meetingroom_A2_7,room_temperature_A2_53_meetingroom_A2_7,Ruimte temperatuur A2.53 vergaderruimte A2.7
89,De-centralized data,Room temperature A2.54 meeting room A2.8,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_54_meetingroom_A2_8,room_temperature_A2_54_meetingroom_A2_8,Ruimte temperatuur A2.54 vergaderruimte A2.8
90,De-centralized data,Room temperature A2.55 meeting room A2.09,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A2_55_meetingroom_A2_09,room_temperature_A2_55_meetingroom_A2_09,Ruimte temperatuur A2.55 Vergaderruimte A2.09
91,De-centralized data,Room temperature A3.13 Secretary Aldermen,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_13_Secretary_Aldermen,room_temperature_A3_13_Secretary_Aldermen,Ruimte temperatuur A3.13 Secretaresse Wethouders
92,De-centralized data,Room temperature A3.14 Town Clerk,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_14_Town_Clerk,room_temperature_A3_14_Town_Clerk,Ruimte temperatuur A3.14 Gemeentesecretaris
93,De-centralized data,Room temperature A3.15 Secretary Mayor,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_15_Secretary_Mayor,room_temperature_A3_15_Secretary_Mayor,Ruimte temperatuur A3.15 Secretaresse Burgemeester
94,De-centralized data,Room temperature A3.17 Mayor,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_17_Mayor,room_temperature_A3_17_Mayor,Ruimte temperatuur A3.17 Burgemeester
95,De-centralized data,Room temperature A3.18 Tea Room B & W,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_18_Tea_room_B&W,room_temperature_A3_18_Tea_room_B&W,Ruimte temperatuur A3.18 Koffiekamer B&W
96,De-centralized data,Room temperature A3.19 Alderman,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_19_Alderman,room_temperature_A3_19_Alderman,Ruimte temperatuur A3.19 Wethouder
97,De-centralized data,Room temperature A3.20 Alderman,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_20_Alderman,room_temperature_A3_20_Alderman,Ruimte temperatuur A3.20 Wethouder
98,De-centralized data,Room temperature A3.21 Alderman,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_21_Alderman,room_temperature_A3_21_Alderman,Ruimte temperatuur A3.21 Wethouder
99,De-centralized data,Room temperature A3.41 ​​Boardroom,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_41_​​Boardroom,room_temperature_A3_41_​​Boardroom,Ruimte temperatuur A3.41 Bestuurskamer
100,De-centralized data,Room temperature A3.42 Alderman,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_42_Alderman,room_temperature_A3_42_Alderman,Ruimte temperatuur A3.42 Wethouder
101,De-centralized data,Room temperature A3.43 Alderman,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_43_Alderman,room_temperature_A3_43_Alderman,Ruimte temperatuur A3.43 Wethouder
102,De-centralized data,Room temperature A3.44 Alderman,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_44_Alderman,room_temperature_A3_44_Alderman,Ruimte temperatuur A3.44 Wethouder
103,De-centralized data,Room temperature A3.45 Secretary Aldermans,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A3_45_Secretary_Aldermans,room_temperature_A3_45_Secretary_Aldermans,Ruimte temperatuur A3.45 Secretaresse Wethouders
104,De-centralized data,Room temperature A4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A4_04,room_temperature_A4_04,Ruimte temperatuur A4.04
105,De-centralized data,Room temperature A4.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A4_05,room_temperature_A4_05,Ruimte temperatuur A4.05
106,De-centralized data,Room temperature A4.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_A4_06,room_temperature_A4_06,Ruimte temperatuur A4.06
107,De-centralized data,Room temperature B0.01 Behind Desks Public Affairs,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_01_Behind_Desks_Public_Affairs,room_temperature_B0_01_Behind_Desks_Public_Affairs,Ruimte temperatuur B0.01 Achter balies
108,De-centralized data,Room temperature B0.04 Office of Public Affairs,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_04_Office_of_Public_Affairs,room_temperature_B0_04_Office_of_Public_Affairs,Ruimte temperatuur B0.04 Kantoor Publiekzaken
109,De-centralized data,Room temperature B0.13 (Meetingroom 29),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_13_meetingroom_29,room_temperature_B0_13_meetingroom_29,Ruimte temperatuur B0.13 Spreekkamer 29
110,De-centralized data,Room temperature B0.14 (Meetingroom 30),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_14_meetingroom_30,room_temperature_B0_14_meetingroom_30,Ruimte temperatuur B0.14 Spreekkamer 30
111,De-centralized data,Room temperature B0.15 (Meetingroom 31),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_15_meetingroom_31,room_temperature_B0_15_meetingroom_31,Ruimte temperatuur B0.15 Spreekkamer 31
112,De-centralized data,Room temperature B0.16 (Meetingroom 32),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_16_meetingroom_32,room_temperature_B0_16_meetingroom_32,Ruimte temperatuur B0.16 Spreekkamer 32
113,De-centralized data,Room temperature B0.17 (Meetingroom 33),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_17_meetingroom_33,room_temperature_B0_17_meetingroom_33,Ruimte temperatuur B0.17 Spreekkamer 33
114,De-centralized data,Room temperature B0.18 office Public Affairs,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_18_office_Public_Affairs,room_temperature_B0_18_office_Public_Affairs,Ruimte temperatuur B0.18 Werkveld kantoor
115,De-centralized data,Room temperature B0.20 (Meetingroom 34),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_20_meetingroom_34,room_temperature_B0_20_meetingroom_34,Ruimte temperatuur B0.20 Spreekkamer 34
116,De-centralized data,Room temperature B0.21 (Meetingroom 35),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_21_meetingroom_35,room_temperature_B0_21_meetingroom_35,Ruimte temperatuur B0.21 Spreekkamer 35
117,De-centralized data,Room temperature B0.22 (Meetingroom 36),C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_22_meetingroom_36,room_temperature_B0_22_meetingroom_36,Ruimte temperatuur B0.22 Spreekkamer 36
118,De-centralized data,Room temperature B0.23 B0.24 Desk 27 and 28,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B0_23_B0_24_Desk_27_28,room_temperature_B0_23_B0_24_Desk_27_28,Ruimte temperatuur B0.23 B0.24 Balie 27 en 28
119,De-centralized data,Room temperature B1.01 Inspection,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B1_01_Inspection,room_temperature_B1_01_Inspection,Ruimte temperatuur B1.01 Handhaving
120,De-centralized data,Room temperature B1.02,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B1_02,room_temperature_B1_02,Ruimte temperatuur B1.02
121,De-centralized data,Room temperature B1.32 Conference Room 1,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B1_32_conferenceroom_1,room_temperature_B1_32_conferenceroom_1,Ruimte temperatuur B1.32 Vergaderruimte 1
122,De-centralized data,Room temperature B1.33 Meeting Room 2,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B1_33_meetingroom_2,room_temperature_B1_33_meetingroom_2,Ruimte temperatuur B1.33 Vergaderruimte 2
123,De-centralized data,Room temperature B1.34 Meeting Room 3,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B1_34_meetingroom_3,room_temperature_B1_34_meetingroom_3,Ruimte temperatuur B1.34 Vergaderruimte 3
124,De-centralized data,Room temperature B2.01 Reception Hall 1,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_01_receptionhall_1,room_temperature_B2_01_receptionhall_1,Ruimte temperatuur B2.01 Ontvangstzaal 1
125,De-centralized data,Room temperature Reception room B2.02 pantry,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_02_receptionroom_pantry,room_temperature_B2_02_receptionroom_pantry,Ruimte temperatuur B2.02 Ontvangst pantry
126,De-centralized data,Room temperature Auditorium B2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_04_Auditorium,room_temperature_B2_04_Auditorium,Ruimte temperatuur B2.04 Auditorium
127,De-centralized data,Room temperature B2.05 visitors centre,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_05_visitors_centre,room_temperature_B2_05_visitors_centre,Ruimte temperatuur B2.05 Ontvangst bezoekerscentrum
128,De-centralized data,Room temperature B2.31 Disaster Area,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_31_Disaster_Area,room_temperature_B2_31_Disaster_Area,Ruimte temperatuur B2.31 Calamiteitenruimte
129,De-centralized data,Room temperature B2.32,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_32,room_temperature_B2_32,Ruimte temperatuur B2.32
130,De-centralized data,Room temperature B2.33,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_33,room_temperature_B2_33,Ruimte temperatuur B2.33
131,De-centralized data,Room temperature B2.34,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_34,room_temperature_B2_34,Ruimte temperatuur B2.34
132,De-centralized data,Room temperature B2.35,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_35,room_temperature_B2_35,Ruimte temperatuur B2.35
133,De-centralized data,Room temperature B2.38,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B2_38,room_temperature_B2_38,Ruimte temperatuur B2.38
134,De-centralized data,Room temperature B3.02,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_02,room_temperature_B3_02,Ruimte temperatuur B3.02
135,De-centralized data,Room temperature B3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_03,room_temperature_B3_03,Ruimte temperatuur B3.03
136,De-centralized data,Room temperature B3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_04,room_temperature_B3_04,Ruimte temperatuur B3.04
137,De-centralized data,Room temperature B3.31,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_31,room_temperature_B3_31,Ruimte temperatuur B3.31
138,De-centralized data,Room temperature B3.33,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_33,room_temperature_B3_33,Ruimte temperatuur B3.33
139,De-centralized data,Room temperature B3.35,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_35,room_temperature_B3_35,Ruimte temperatuur B3.35
140,De-centralized data,Room temperature B3.36,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_36,room_temperature_B3_36,Ruimte temperatuur B3.36
141,De-centralized data,Room temperature B3.37,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B3_37,room_temperature_B3_37,Ruimte temperatuur B3.37
142,De-centralized data,Room temperature B4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B4_03,room_temperature_B4_03,Ruimte temperatuur B4.03
143,De-centralized data,Room temperature B4.30,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B4_30,room_temperature_B4_30,Ruimte temperatuur B4.30
144,De-centralized data,Room temperature B4.33,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B4_33,room_temperature_B4_33,Ruimte temperatuur B4.33
145,De-centralized data,Room temperature B4.34,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_B4_34,room_temperature_B4_34,Ruimte temperatuur B4.34
